STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,26.8,7.5,8,202,1.4,1.89,11771,23191,2013
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,26.5,7.3,7.9,232,2.9,2.23,9026,30836,2013
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,22,7.4,7.9,246,2.3,1.9,1850,3900,2013
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,27.6,6.9,8.1,3960,2,2.26,19058,22523,2013
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,26.8,7,8,28222,1.8,2.54,16613,10469,2013
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,25.6,7.2,7.8,201,1.3,1.59,29937,31034,2013
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,26.5,7.3,8,221,1.2,2.26,16103,5289,2013
2423,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,22,7.8,7.9,213,1.5,0.35,7742,15083,2012
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,22,7.7,8.1,312,2,0.75,12675,32017,2012
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,24,6.9,7.6,99,1.6,1.39,3066,5395,2012
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,27,7.3,8,230,1.6,0.69,2346,4348,2012
1642,NAGAVALLI AT JAYKAYPUR D/S,ORISSA,26,6.8,8.1,264,2.6,1.16,2428,5142,2012
1643,NAGAVALLI AT RAYAGADA D/S,ORISSA,25,7.2,8.1,272,3.1,1.46,2196,4586,2012
1455,RUSHIKULYA AT GANJAM U/S,ORISSA,28,8,8.3,312,1.4,0.73,1618,4319,2012
1456,RUSHIKULYA AT GANJAM D/S,ORISSA,29,8.2,8,19595,2,0.94,624,1116,2012
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,26,7,8,199,1.8,1.11,1503,3573,2012
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,28,7.2,8.1,201,1.6,0.36,1239,2324,2012
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,22.3,7.5,8,211,1.9,0.39,3005,6858,2011
2424,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,22.3,7.2,8,263,3.7,0.63,6625,14725,2011
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,25,7,7.6,111,1.6,0.67,1081,2743,2011
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,25.9,7.5,7.9,205,1.5,1,1615,3542,2011
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,25.9,7.1,7.7,283,2.3,1.73,2882,6692,2011
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,24.8,7.4,8,263,1.7,0.65,3113,6617,2011
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,27.5,8.1,8,300,2.3,0.45,2272,4569,2011
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,28,7.8,8,13103,2.1,0.59,277,739,2011
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,25,7.4,8,207,1.5,0.53,1356,2872,2011
2427,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA,25.8,7.2,8,198,1.4,0.57,677,1850,2011
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,29,NAN,7.3,386,NAN,0.2,NAN,NAN,2014
2444,CORINGA RIVER,PONDICHERRY,25,5.9,7.9,21600,NAN,0.1,NAN,NAN,2014
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25,6.5,7.3,21600,NAN,0.1,NAN,NAN,2014
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25,6.5,7.7,26600,NAN,0.1,NAN,NAN,2014
2445,MAHE RIVER,PONDICHERRY,32,6,7.1,13000,NAN,0.4,NAN,NAN,2014
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,24,NAN,7.8,NAN,1,1,NAN,NAN,2013
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,28,8,7.7,401,NAN,1,NAN,NAN,2013
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,28,8,8.2,1886,4,1,NAN,NAN,2013
2444,CORINGA RIVER,PONDICHERRY,28,7,8.2,742,5,1,NAN,NAN,2013
2445,MAHE RIVER,PONDICHERRY,27,7,6.4,149,4,1,NAN,NAN,2013
1685,ARASALAR RIVER KARAIKAL REGION,PONDICHERRY,31,6.8,7.8,505,2.1,0.02, , ,2012
2444,CORINGA RIVER,PONDICHERRY,25,6.5,7.9,11170,3,0.3, , ,2012
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25,6.9,7.4,4990,3,0.37, , ,2012
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25,6.8,8.1,1516, ,0.28, , ,2012
2445,MAHE RIVER,PONDICHERRY,26,6,7.3,44600, ,0.23, , ,2012
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,26.8,6.5,8.1,729,1,0.65,NAN,NAN,2011
2444,CORINGA RIVER,PONDICHERRY,31,3,8.1,1086,NAN,0.1,NAN,NAN,2011
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,32,6.9,8.2,10910,NAN,0.02,NAN,NAN,2011
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,31,6,8,17990,NAN,0.07,NAN,NAN,2011
2445,MAHE RIVER,PONDICHERRY,28,4.8,7.7,48500,NAN,0.34,NAN,NAN,2011
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,22.7,5.8,7.2,640,6,4.3,1450,4073,2014
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,19,4.8,7.6,1090,22,3.6,30500,52500,2014
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,23,5.5,7.3,705,10,5,2020,5433,2014
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,24,5.1,7.4,1375,23.7,5.9,27333,50333,2014
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.7,5.5,7.4,745,10,6.1,12167,29333,2014
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25,5,7.6,975,16.3,6.1,11167,21667,2014
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,22,4.9,7.7,1385,27.5,7.7,42500,72000,2014
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,24.3,5,7.3,1067,19.3,6.2,21467,39533,2014
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.3,5.3,7.2,970,13.3,5.9,3167,7133,2014
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,19.5,4.9,7.7,1418,21,4.2,28000,49500,2014
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,21.5,4.1,7.5,1015,23,6.1,35000,57500,2014
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,20,4.8,7.4,854,17,4.7,20500,38000,2014
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,23.3,5.5,7.2,636,9.7,4,1328,4975,2013
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,22.8,4.7,7.3,1088,23.8,4,28250,56000,2013
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,23.3,5.3,7.2,689,11.3,4,1350,6025,2013
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,21.8,4.9,7.3,1267,23.5,3,24750,54250,2013
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.3,5.3,7.4,852,13,4,13775,26750,2013
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,23.5,4.9,7.5,977,16.5,5,12375,30500,2013
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,24,4.4,7.4,1256,24.8,6,25250,55250,2013
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,23.5,4.8,7.2,1021,20.3,4,22875,43700,2013
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.3,5.1,7.3,971,14.8,5,2125,8425,2013
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,22.5,4.6,7.4,1284,24.3,4,21500,50000,2013
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,26,4,7.4,1096,26,3,31750,57500,2013
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,25.8,4.4,7.3,1002,21.5,4,21000,43750,2013
1023,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB,21,5.5,7.4,635,8.8,5.08,1400,5500,2012
1024,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,24,5.5,7.4,1051,25,6.8,32000,63000,2012
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,21,5.3,7.3,636,9.9,5,2150,10000,2012
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,24,5.1,7.4,993,21.9,6.63,36250,57750,2012
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,21,5.3,7.5,632,13.5,5.08,20000,34750,2012
1699,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,18,4.9,7.4,973,17.5,4.77,22000,40667,2012
1700,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,22,4.3,7.5,1156,24.5,7.65,33750,65000,2012
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,22,4.8,7.4,904,26,8.6,31750,55000,2012
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,21,5.1,7.4,1110,16,14.85,3475,12000,2012
1703,GHAGGAR AT MOONAK,PUNJAB,24,5.3,7.4,1290,26.9,8.1,36250,66250,2012
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,22,4.9,7.4,990,27.8,6.78,19000,40500,2012
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,22,5.2,7.4,914,20.5,6.18,14750,29500,2012
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,24.8,5.8,7.2,732,8.5,3.83,1089,4838,2011
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,24,5.6,7.4,1322,15.3,15,16750,41500,2011
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,25,5.4,7.3,809,10,4.2,4278,8975,2011
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,23.3,5.7,7.3,1103,14.3,13.75,20250,52500,2011
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,25.8,5.7,7.5,906,24,14.18,7863,17625,2011
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.5,7.4,1064,20,13.2,8000,14500,2011
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.2,7.6,1197,27.3,19.2,20250,40250,2011
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,26,4.7,7.3,1383,32.8,16.4,14388,42875,2011
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,26,4.8,7.4,1063,16,5.03,3138,8025,2011
1703,"GHAGGAR AT MOONAK, PUNJAB",PUNJAB,24.4,5.3,7.5,1532,18.3,15.8,27000,63500,2011
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,23.4,5.6,7.5,1269,34.5,12.15,22000,60000,2011
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,24.3,5.4,7.4,1194,22,8.3,10000,35000,2011
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,32.6,4,6.8,370,3,0.8,4,9,2014
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,25.1,5.9,8,401,0.9,0.7,4,15,2014
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,22.3,6,7.2,106,0.8,0.4,4,15,2014
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,23.7,5.6,7.9,326,1.1,0.8,4,4,2014
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,23.9,6.2,8.1,592,1,0.7,4,6,2014
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,30.7,4.8,7.6,295,0.8,0,4,9,2013
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,28,4.9,8.3,603,1,0,4,5,2013
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,23.4,5.5,7.4,138,0.8,0,4,6,2013
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,25.3,5.5,8.1,625,1.1,0,4,6,2013
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN,31.1,5,7.3,305,1.7,0,4,12,2013
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,26.3,5.6,8.1,552,1.1,0,4,6,2013
1718,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629,RAJASTHAN,33,4.8,7.5,280,2.4,0.72,3,4,2012
2947,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN,24,6,8.3,468,1.4,0.43,5,16,2012
1717,"KODRA DAM, MOUNT ABU",RAJASTHAN,19,5.9,7.3,234,1.5,0.36,4,12,2012
2948,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN,23,6.4,8,527,1.2,0.35,5,21,2012
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",RAJASTHAN,24,5.9,7.9,796,1.5,0.48,4,14,2012
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,28,4.8,7.9,650,3.2,0.68,6,62,2011
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR",RAJASTHAN,32,5,7.3,390,2.8,0.14,4,20,2011
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,26.9,5.1,7.8,657,1.7,0.26,6,23,2011
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,27.3,5.3,7.8,623,1.7,NAN,NAN,NAN,2011
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,28.4,6.3,7.6,830,1.8,0.24,738,2020,2011
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,24,7.4,7.6,104,1.2,0.09,NAN,NAN,2011
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMILNADU,29.3,6.5,7.4,1063,2,0.6,177,374,2014
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMILNADU,22.8,6.8,6.6,63,2.9,0.1,11,36,2014
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,24.5,6.6,6.4,101,2.5,0.2,13,41,2014
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMILNADU,25.5,6.6,6.5,136,2.5,0.2,13,45,2014
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMILNADU,29,6.7,6.9,226,2.2,0.2,12,38,2014
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,23.8,6.7,6.3,72,2.7,0.2,9,32,2014
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,22.8,6.7,6.4,61,4.6,0.1,10,34,2014
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMILNADU,29,6.6,7.2,1300,2.7,0.2,21,60,2014
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,29,6.7,7,461,2.5,0.1,17,51,2014
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,23,6.6,6.2,69,2.5,0.1,11,38,2014
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,29,6.8,6.9,241,2.5,0.1,14,48,2014
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,25.7,6.5,6.6,159,2.4,0.2,11,41,2014
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMILNADU,25.7,6.6,6.7,170,2.5,0.2,10,34,2014
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",TAMILNADU,24.3,0.9,7.6,2039,104.5,0.9,272521616,511090873,2014
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMILNADU,27.8,6.7,7.5,1088,1.7,0,194,474,2013
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMILNADU,23.4,7.2,6.5,73,3.1,0,19,59,2013
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,25.4,6.7,6.3,98,3.3,1.5,21,74,2013
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMILNADU,26.3,6.3,6.5,143,4,4,38,124,2013
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMILNADU,29,6.6,6.9,260,5.4,1,17,53,2013
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,24.6,7.1,6.3,71,3.5,1,24,82,2013
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,23.5,6.9,6.3,65,3.5,0,17,52,2013
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMILNADU,29,7.3,7.1,607,3.6,0.88,33,104,2013
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,27,6.1,7,446,5.2,0.56,26,77,2013
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,24,6.9,6.4,94,3.2,1.59,20,65,2013
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,28.7,6.8,6.8,451,9.4,0.55,22,58,2013
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,26.3,6,6.6,169,3.9,2,22,84,2013
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMILNADU,25.7,6.5,6.7,187,3.3,3,32,113,2013
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",TAMILNADU,26.8,3.4,7.8,2577,164.9,1.5,148825783,160405392,2013
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,27,6.8,7.5,890,2.1,0.51,274,589,2012
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,23,7.3,7.6,160,1.9,0.06,32,89,2012
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,25,7,7.7,111,2.2,0.08,53,131,2012
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,26,6.7,7.7,139,3.1,0.22,123,300,2012
1162,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,29,7.2,7.2,288,2.1,0.14,33,91,2012
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,24,7,7.1,95,1.9,0.08,47,118,2012
1329,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,24,7,7.5,84,1.7,0.06,32,87,2012
1330,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,29,7.4,7,3101,15.6,0.15,76,174,2012
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,29,7.2,7.3,510,2.9,0.08,46,123,2012
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,24,7.1,7.4,88,1.8,0.07,34,90,2012
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,29,7.2,6.9,338,3.8,0.07,44,104,2012
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,26,6.7,7.6,162,3.3,0.16,90,249,2012
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,27,6.7,7.6,182,4.1,0.15,92,251,2012
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNADU,32,0.2,7.2,2219,185.8,1.75,180000000,300000000,2012
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.3,6.2,7.8,165,2.1,0,282,340,2014
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29.1,6.4,7.8,158,4.1,0.5,458,500,2014
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,26.6,6.6,7.9,210,4.2,1.9,510,572,2014
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.4,6.6,7.7,165,1.7,0,280,325,2013
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,21.9,6.7,7.8,167,4.8,1,440,520,2013
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,27.5,6.6,7.7,183,3.7,1.55,415,575,2013
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28,6.6,7.8,165,1.6, ,268,316,2012
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28,6.4,8,155,3.9,0.5,512,516,2012
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA,27,6.5,8,168,4.2,0.99,488,616,2012
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.4,6.6,7.8,149,1.8,NAN,209,340,2011
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.6,6.3,8,164,3.4,0.3,380,528,2011
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,7.9,196,4.4,0.8,425,648,2011
